 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.00000000e-08  0.00000000e+00  1.00000000e-08  0.00000000e+00 
 2.00000000e-08  0.00000000e+00  2.00000000e-08  0.00000000e+00 
 4.00000000e-08  0.00000000e+00  4.00000000e-08  0.00000000e+00 
 8.00000000e-08  0.00000000e+00  8.00000000e-08  0.00000000e+00 
 1.60000000e-07  0.00000000e+00  1.60000000e-07  0.00000000e+00 
 3.20000000e-07  0.00000000e+00  3.20000000e-07  0.00000000e+00 
 6.40000000e-07  0.00000000e+00  6.40000000e-07  0.00000000e+00 
 1.00000000e-06  0.00000000e+00  1.00000000e-06  0.00000000e+00 
 1.00594045e-06  1.48511300e-01  1.00594045e-06  3.67593437e-11 
 1.01782136e-06  4.45533900e-01  1.01782136e-06  1.83796719e-10 
 1.04158316e-06  1.03957910e+00  1.04158316e-06  9.18983592e-10 
 1.07112132e-06  1.77803288e+00  1.07112132e-06  2.65288045e-09 
 1.13019762e-06  3.25494045e+00  1.13019762e-06  8.84724409e-09 
 1.24835022e-06  6.20875558e+00  1.24835022e-06  3.21422511e-08 
 1.48465543e-06  1.21163858e+01  1.48465543e-06  1.22357384e-07 
 1.95726585e-06  2.39316464e+01  1.95726585e-06  4.77288121e-07 
 2.00000000e-06  2.50000000e+01  2.00000000e-06  5.20851705e-07 
 2.08546829e-06  2.50000000e+01  2.08546829e-06  6.09881172e-07 
 2.25640487e-06  2.50000000e+01  2.25640487e-06  7.87940106e-07 
 2.59827803e-06  2.50000000e+01  2.59827803e-06  1.14405797e-06 
 3.28202436e-06  2.50000000e+01  3.28202436e-06  1.85629368e-06 
 4.64951700e-06  2.50000000e+01  4.64951700e-06  3.28076504e-06 
 7.38450230e-06  2.50000000e+01  7.38450230e-06  6.12970752e-06 
 1.28544729e-05  2.50000000e+01  1.28544729e-05  1.18275915e-05 
 2.37944141e-05  2.50000000e+01  2.37944141e-05  2.32233556e-05 
 4.56742964e-05  2.50000000e+01  4.56742964e-05  4.60148681e-05 
 8.94340611e-05  2.50000000e+01  8.94340611e-05  9.15978309e-05 
 1.76953591e-04  2.50000000e+01  1.76953591e-04  1.82763507e-04 
 3.51992649e-04  2.50000000e+01  3.51992649e-04  3.65093862e-04 
 7.02070767e-04  2.50000000e+01  7.02070767e-04  7.29750583e-04 
 1.40222700e-03  2.50000000e+01  1.40222700e-03  1.45904807e-03 
 2.80253947e-03  2.50000000e+01  2.80253947e-03  2.91757921e-03 
 5.60316441e-03  2.50000000e+01  5.60316441e-03  5.83438621e-03 
 1.12044143e-02  2.50000000e+01  1.12044143e-02  1.16669792e-02 
 2.24069141e-02  2.50000000e+01  2.24069141e-02  2.33280825e-02 
 4.48119136e-02  2.50000000e+01  4.48119136e-02  4.66339674e-02 
 6.88119136e-02  2.50000000e+01  6.88119136e-02  7.15748630e-02 
 9.28119136e-02  2.50000000e+01  9.28119136e-02  9.64908301e-02 
 1.16811914e-01  2.50000000e+01  1.16811914e-01  1.21381894e-01 
 1.40811914e-01  2.50000000e+01  1.40811914e-01  1.46248079e-01 
 1.64811914e-01  2.50000000e+01  1.64811914e-01  1.71089410e-01 
 1.88811914e-01  2.50000000e+01  1.88811914e-01  1.95905912e-01 
 2.12811914e-01  2.50000000e+01  2.12811914e-01  2.20697611e-01 
 2.36811914e-01  2.50000000e+01  2.36811914e-01  2.45464530e-01 
 2.60811914e-01  2.50000000e+01  2.60811914e-01  2.70206694e-01 
 2.84811914e-01  2.50000000e+01  2.84811914e-01  2.94924129e-01 
 3.08811914e-01  2.50000000e+01  3.08811914e-01  3.19616858e-01 
 3.32811914e-01  2.50000000e+01  3.32811914e-01  3.44284907e-01 
 3.56811914e-01  2.50000000e+01  3.56811914e-01  3.68928301e-01 
 3.80811914e-01  2.50000000e+01  3.80811914e-01  3.93547063e-01 
 4.04811914e-01  2.50000000e+01  4.04811914e-01  4.18141219e-01 
 4.28811914e-01  2.50000000e+01  4.28811914e-01  4.42710793e-01 
 4.52811914e-01  2.50000000e+01  4.52811914e-01  4.67255809e-01 
 4.76811914e-01  2.50000000e+01  4.76811914e-01  4.91776293e-01 
 5.00811914e-01  2.50000000e+01  5.00811914e-01  5.16272269e-01 
 5.24811914e-01  2.50000000e+01  5.24811914e-01  5.40743761e-01 
 5.48811914e-01  2.50000000e+01  5.48811914e-01  5.65190794e-01 
 5.72811914e-01  2.50000000e+01  5.72811914e-01  5.89613392e-01 
 5.96811914e-01  2.50000000e+01  5.96811914e-01  6.14011579e-01 
 6.20811914e-01  2.50000000e+01  6.20811914e-01  6.38385381e-01 
 6.44811914e-01  2.50000000e+01  6.44811914e-01  6.62734821e-01 
 6.68811914e-01  2.50000000e+01  6.68811914e-01  6.87059923e-01 
 6.92811914e-01  2.50000000e+01  6.92811914e-01  7.11360713e-01 
 7.16811914e-01  2.50000000e+01  7.16811914e-01  7.35637214e-01 
 7.40811914e-01  2.50000000e+01  7.40811914e-01  7.59889451e-01 
 7.64811914e-01  2.50000000e+01  7.64811914e-01  7.84117447e-01 
 7.88811914e-01  2.50000000e+01  7.88811914e-01  8.08321228e-01 
 8.12811914e-01  2.50000000e+01  8.12811914e-01  8.32500817e-01 
 8.36811914e-01  2.50000000e+01  8.36811914e-01  8.56656238e-01 
 8.60811914e-01  2.50000000e+01  8.60811914e-01  8.80787516e-01 
 8.84811914e-01  2.50000000e+01  8.84811914e-01  9.04894675e-01 
